event_id,event_type,event_timestamp,plan_id,validity_unit,validity_duration,plan_status,_valid_from,_valid_to,_is_current_state
evt_0TiOagXZ20zZVk1w2sMxdFB4R6u5,plan.created,2023-06-27 15:34:11.945Z,pln_0TiOagXV20zZVk61hjWONaiRK8iU,day,30,draft,2023-06-27 15:34:11.000Z,2023-06-27 15:37:08.938Z,false
evt_0TiOaiSm20zZVk5NuXsR7uBwjQWM,plan.created,2023-06-27 15:34:19.336Z,pln_0TiOaiSi20zZVk4B88HzS8KEAHd7,day,30,draft,2023-06-27 15:34:19.000Z,2023-06-27 15:36:56.166Z,false
evt_0TiOam0V20zZVk5bjOqzgBLfODUr,plan.created,2023-06-27 15:34:32.959Z,pln_0TiOam0R20zZVk0ll2de3Yx7lQyF,day,30,draft,2023-06-27 15:34:32.000Z,2023-06-27 15:36:30.614Z,false
evt_0TiOanwM20zZVk0KqqBqfd3IJrCX,plan.created,2023-06-27 15:34:40.390Z,pln_0TiOanwI20zZVk1UDjhPw9KLt8aj,day,30,draft,2023-06-27 15:34:40.000Z,2023-06-27 15:36:20.607Z,false
evt_0TiOapjE20zZVk0T6KDsYr9ts342,plan.created,2023-06-27 15:34:47.264Z,pln_0TiOapjA20zZVk1UQxu8QzTTB5In,day,30,draft,2023-06-27 15:34:47.000Z,2023-06-27 15:36:14.775Z,false
evt_0TiOardu20zZVk4nhkjwuwaBr3wa,plan.created,2023-06-27 15:34:54.622Z,pln_0TiOardr20zZVk0XPRB8oIeWXaK8,day,30,draft,2023-06-27 15:34:54.000Z,2023-06-27 15:36:08.648Z,false
evt_0TiOau2j20zZVk5cHxl6P0GuF8Jr,plan.created,2023-06-27 15:35:03.849Z,pln_0TiOau2f20zZVk5hfGWdGsNITEVj,day,30,draft,2023-06-27 15:35:03.000Z,2023-06-27 15:36:03.463Z,false
evt_0TiOawpm20zZVk31qFmRYlgGNXf4,plan.created,2023-06-27 15:35:14.578Z,pln_0TiOawpj20zZVk2bzeW9dCnPhx2Y,day,30,draft,2023-06-27 15:35:14.000Z,2023-06-27 15:35:57.160Z,false
evt_0TiOayYs20zZVk1U80tgAxhu97U4,plan.created,2023-06-27 15:35:21.218Z,pln_0TiOayYp20zZVk400Fyqop6YMhTv,day,30,draft,2023-06-27 15:35:21.000Z,2023-06-27 15:35:49.677Z,false
evt_0TiOb1JT20zZVk0Dz4dsDJlnxX4g,plan.created,2023-06-27 15:35:31.795Z,pln_0TiOb1JQ20zZVk4j6pFEtTiUUw62,day,30,draft,2023-06-27 15:35:31.000Z,2023-06-27 15:35:44.520Z,false
evt_0TiObNCT20zZVk3G8Q4bw6U9NqR6,plan.created,2023-06-27 15:36:55.929Z,pln_0TiObNCQ20zZVk1RG46cJzX3GdJC,day,30,draft,2023-06-27 15:36:55.000Z,2023-06-27 15:37:02.382Z,false
evt_0TiObkgu3T5SFr2T28PwPrMAsMGx,plan.created,2023-06-27 15:38:26.228Z,pln_0TiObkgh3T5SFr1GPv0D2gL5ox41,day,30,draft,2023-06-27 15:38:26.000Z,2023-06-27 15:40:05.562Z,false
evt_0TiObn8j3T5SFr0azVgWbU7jnrzA,plan.created,2023-06-27 15:38:35.641Z,pln_0TiObn8f3T5SFr2NJaHRXZo9XnaD,day,30,draft,2023-06-27 15:38:35.000Z,2023-06-27 15:40:21.569Z,false
evt_0TiObpLv3T5SFr2E28292Qi8Wyrx,plan.created,2023-06-27 15:38:44.147Z,pln_0TiObpLs3T5SFr3I5h1S3az5x2RL,day,30,draft,2023-06-27 15:38:44.000Z,2023-06-27 15:40:16.055Z,false
evt_0TiObqyY3T5SFr047ZzGHnRRVeh6,plan.created,2023-06-27 15:38:50.386Z,pln_0TiObqyV3T5SFr46yaiLW9iUS4f4,day,30,draft,2023-06-27 15:38:50.000Z,2023-06-27 15:40:10.700Z,false
evt_0TiObsTj3T5SFr50tirC8QL6Xpfl,plan.created,2023-06-27 15:38:56.163Z,pln_0TiObsTg3T5SFr0lm5fj5oOSyO6R,day,30,draft,2023-06-27 15:38:56.000Z,2023-06-27 15:39:56.931Z,false
evt_0TiObuJD3T5SFr4eZqw6F5lCIrzV,plan.created,2023-06-27 15:39:03.199Z,pln_0TiObuJA3T5SFr0Ka241zd5ukXGB,day,30,draft,2023-06-27 15:39:03.000Z,2023-06-27 15:39:50.695Z,false
evt_0TiObwEi3T5SFr5eldHMWURyUK7c,plan.created,2023-06-27 15:39:10.608Z,pln_0TiObwEf3T5SFr2rZ8PoQxilRBcG,day,30,draft,2023-06-27 15:39:10.000Z,2023-06-27 15:39:45.491Z,false
evt_0TiObyaC3T5SFr4WD8PdIMIUhIw8,plan.created,2023-06-27 15:39:19.628Z,pln_0TiObya93T5SFr4XCet2jdk0uQFE,day,30,draft,2023-06-27 15:39:19.000Z,2023-06-27 15:39:39.310Z,false
evt_0TiOc0mO3T5SFr09ZuWx8Vc6azoV,plan.created,2023-06-27 15:39:28.072Z,pln_0TiOc0mL3T5SFr216gRZu0vnGCX1,day,30,draft,2023-06-27 15:39:28.000Z,2023-06-27 15:39:34.100Z,false
evt_0TiOfePL2o8u8w2NZ4CTGJwRUH9P,plan.created,2023-06-27 15:53:55.387Z,pln_0TiOfePD2o8u8w2CaDJd5VVkO8vC,day,30,draft,2023-06-27 15:53:55.000Z,2023-06-27 15:54:02.534Z,false
evt_0TiOg0Ba3kQpjQ2AAIGrLqsRcLtf,plan.created,2023-06-27 15:55:19.102Z,pln_0TiOg0BQ3kQpjQ2imoag9VC1QU7O,month,1,draft,2023-06-27 15:55:19.000Z,2023-06-27 15:55:25.662Z,false
evt_0TiOg7zb3kQpjQ5yfeDK2c2sd7nE,plan.created,2023-06-27 15:55:49.111Z,pln_0TiOg7zX3kQpjQ30hxxzLWB41vra,day,30,draft,2023-06-27 15:55:49.000Z,2023-06-27 15:55:56.457Z,false
evt_0TiOgxZf0A3DwS0AU8LQpKR1th9a,plan.created,2023-06-27 15:59:07.391Z,pln_0TiOgxZX0A3DwS432sHxUbmQPZxN,day,30,draft,2023-06-27 15:59:07.000Z,2023-06-27 15:59:14.838Z,false
evt_0TiOhAst0A3DwS3xdWUymwgIEJQ3,plan.created,2023-06-27 15:59:58.555Z,pln_0TiOhAsp0A3DwS3oqjv4Z81OumGc,day,30,draft,2023-06-27 15:59:58.000Z,2023-06-27 16:00:21.496Z,false
evt_0TiOhZIX0E6rUI3d1BU4m0vd6S3N,plan.created,2023-06-27 16:01:32.401Z,pln_0TiOhZIQ0E6rUI1RUF2OtGtE1fTu,day,30,draft,2023-06-27 16:01:32.000Z,2023-06-27 16:01:40.314Z,false
evt_0TiOhkZF0E6rUI1rJF1wm1FZaDdY,plan.created,2023-06-27 16:02:15.721Z,pln_0TiOhkZA0E6rUI62N9a4VS2gDhw4,day,30,draft,2023-06-27 16:02:15.000Z,2023-06-27 16:02:19.655Z,false
evt_0TiOhuvA0E6rUI5rMsJAcfXDF1oM,plan.created,2023-06-27 16:02:55.520Z,pln_0TiOhuv60E6rUI4m2kTNbystPYot,day,30,draft,2023-06-27 16:02:55.000Z,2023-06-27 16:03:05.824Z,false
evt_0TiP5v7O2o8u8w0MOsigVXkCuur9,plan.created,2023-06-27 17:38:16.150Z,pln_0TiP5v7K2o8u8w2D8mL9zPKoFUMf,day,30,draft,2023-06-27 17:38:16.000Z,2023-06-27 17:38:23.124Z,false
evt_0TiP69nh2o8u8w5e2D4jD73TZoic,plan.created,2023-06-27 17:39:12.589Z,pln_0TiP69nc2o8u8w0501abezwaq7rP,day,30,draft,2023-06-27 17:39:12.000Z,2023-06-27 17:39:19.385Z,false
evt_0TiP6dmw4EfLri4nq7DHMdSZOzTi,plan.created,2023-06-27 17:41:07.862Z,pln_0TiP6dmm4EfLri40chTmNQSXySXH,day,30,draft,2023-06-27 17:41:07.000Z,2023-06-27 17:41:14.030Z,false
evt_0TiP6p7o4EfLri0sKhHNpNWSoXMb,plan.created,2023-06-27 17:41:51.440Z,pln_0TiP6p7j4EfLri03vcZ62V00iZDa,day,30,draft,2023-06-27 17:41:51.000Z,2023-06-27 17:41:56.046Z,false
evt_0TiTwBgc05hhOa1mHEVf2bJcjiRd,plan.created,2023-06-28 13:30:58.238Z,pln_0TiTwBgW05hhOa36Xmd71b6IWwg1,day,30,draft,2023-06-28 13:30:58.000Z,,true
evt_0TiTwBgq05hhOa0yU3llj3OXKo9X,plan.created,2023-06-28 13:30:58.252Z,pln_0TiTwBgl05hhOa1Z6M6yOFyeei1P,day,30,draft,2023-06-28 13:30:58.000Z,,true
evt_0TiTwBhG05hhOa4tcBfNcIKuaI5a,plan.created,2023-06-28 13:30:58.278Z,pln_0TiTwBhD05hhOa5JeEgob4NRzg9r,day,30,draft,2023-06-28 13:30:58.000Z,,true
evt_0TiTwBtB05hhOa1lEsnC4KwWYVB9,plan.created,2023-06-28 13:30:59.017Z,pln_0TiTwBsp05hhOa5GplK26CAQVsYG,day,30,draft,2023-06-28 13:30:58.000Z,2023-07-03 12:55:15.441Z,false
evt_0TiTwBve05hhOa4CS2eFaT9tVPYc,plan.created,2023-06-28 13:30:59.170Z,pln_0TiTwBva05hhOa1M08rxxBuIiTkx,day,30,draft,2023-06-28 13:30:59.000Z,2023-07-03 12:55:09.554Z,false
evt_0TiTwBvo05hhOa1RYx9iLoaMq7ay,plan.created,2023-06-28 13:30:59.180Z,pln_0TiTwBvc05hhOa4ykFmzluiRu5SY,day,30,draft,2023-06-28 13:30:59.000Z,2023-06-28 17:07:18.775Z,false
evt_0TiUUmM14ceuVy5GFvMHoUoaI6gl,plan.created,2023-06-28 15:48:22.341Z,pln_0TiUUmLs4ceuVy0VlU60lIRDRe4V,day,30,draft,2023-06-28 15:48:22.000Z,2023-06-28 15:48:48.665Z,false
evt_0TiUWQoI4ceuVy3B27RQCSxCavkq,plan.created,2023-06-28 15:54:56.182Z,pln_0TiUWQoD4ceuVy1VyuwauLxSWBvp,day,30,draft,2023-06-28 15:54:56.000Z,2023-06-28 15:57:04.219Z,false
evt_0TiUoeKI05hhOa4T1eI2M7LEneRM,plan.created,2023-06-28 17:07:18.042Z,pln_0TiUoeKE05hhOa2Y5xGM51nXp8d3,day,30,draft,2023-06-28 17:07:18.000Z,2023-07-03 12:55:04.331Z,false
evt_0TiUomCq3I5BxG0Wigu5fvMBc8Jb,plan.created,2023-06-28 17:07:48.332Z,pln_0TiUomCg3I5BxG4obeadvA3tszXQ,day,30,draft,2023-06-28 17:07:48.000Z,2023-06-28 17:07:58.491Z,false
evt_0TiVyqM04YzT3E3ErN5okm2GJrox,plan.created,2023-06-28 21:54:03.892Z,pln_0TiVyqLw4YzT3E4aUleKXUGs3qmv,day,30,draft,2023-06-28 21:54:03.000Z,2023-06-28 21:55:19.077Z,false
evt_0TiVyxN74YzT3E5YuRj5AdDu7yoL,plan.created,2023-06-28 21:54:30.869Z,pln_0TiVyxN34YzT3E57agZrTIwgEPDc,day,30,draft,2023-06-28 21:54:30.000Z,2023-06-28 21:55:13.156Z,false
evt_0TiVz47L4YzT3E1i23SpDohmUJSy,plan.created,2023-06-28 21:54:56.799Z,pln_0TiVz47H4YzT3E47RmNNExlnaEnK,day,30,draft,2023-06-28 21:54:56.000Z,2023-06-28 21:55:10.098Z,false
evt_0TiZ0r494YzT3E32d0x8sfgZwoSD,plan.created,2023-06-29 10:20:52.293Z,pln_0TiZ0r454YzT3E0gPAuj2DcbEWba,day,30,draft,2023-06-29 10:20:52.000Z,2023-06-29 10:21:07.957Z,false
evt_0TiZ17i04YzT3E1ojTNoIRMSd0rS,plan.created,2023-06-29 10:21:56.268Z,pln_0TiZ17hm4YzT3E0vfTpL9c9oxdaq,day,30,draft,2023-06-29 10:21:56.000Z,2023-06-29 10:22:08.266Z,false
evt_0TiZ1fuv4YzT3E5kZxBhGjI30gEl,plan.created,2023-06-29 10:24:07.765Z,pln_0TiZ1fuk4YzT3E4QajkcMJQG0iDe,day,30,draft,2023-06-29 10:24:07.000Z,2023-06-29 10:24:21.972Z,false
evt_0Tib34to26VcRV0gvP9hfs34kObf,plan.created,2023-06-29 18:42:14.796Z,pln_0Tib34tk26VcRV2cOGPdTseFd5oK,day,30,draft,2023-06-29 18:42:14.000Z,2023-06-29 18:44:50.527Z,false
evt_0Tib3Ck826VcRV3nu7eZGjwVH2JI,plan.created,2023-06-29 18:42:44.948Z,pln_0Tib3Ck526VcRV5s6D4eXtWsDrc3,day,30,draft,2023-06-29 18:42:44.000Z,2023-06-29 18:44:44.716Z,false
evt_0Tib3Jmc26VcRV3Gi5dxjz8au8hv,plan.created,2023-06-29 18:43:12.010Z,pln_0Tib3Jma26VcRV1ks5tCmY11iClh,day,30,draft,2023-06-29 18:43:12.000Z,2023-06-29 18:44:37.573Z,false
evt_0TigIDuO4ceuVy2nJMBDTAGQFVa5,plan.created,2023-06-30 16:13:46.028Z,pln_0TigIDuB4ceuVy4HyQOLyfJkTlHB,day,30,draft,2023-06-30 16:13:46.000Z,2023-06-30 16:14:21.558Z,false
evt_0Tih0le447TT5T5o2aTZxD6e0bKH,plan.created,2023-06-30 19:10:42.144Z,pln_0Tih0ldy47TT5T0LtzqFJY15aUml,day,30,draft,2023-06-30 19:10:42.000Z,2023-06-30 19:10:52.762Z,false
evt_0TiwOEZq4O6QXp4jLfRkalNt26GE,plan.created,2023-07-03 10:17:59.942Z,pln_0TiwOEZb4O6QXp5oHaZrYV0IQLfR,month,1,draft,2023-07-03 10:17:59.000Z,2023-07-03 10:18:15.975Z,false
evt_0TiwOVkQ4O6QXp2rkIcDKoipw2w9,plan.created,2023-07-03 10:19:05.946Z,pln_0TiwOVkM4O6QXp0qXLAlGAdyj5nN,month,1,draft,2023-07-03 10:19:05.000Z,2023-07-03 10:19:16.288Z,false
evt_0TiwOgeg4O6QXp5FiOycZpFaO0sc,plan.created,2023-07-03 10:19:47.874Z,pln_0TiwOged4O6QXp56NOltm1Cdbld8,month,1,draft,2023-07-03 10:19:47.000Z,2023-07-03 10:19:56.384Z,false
evt_0Tix1djO05hhOa5AWS8f2thxxI42,plan.created,2023-07-03 12:54:31.426Z,pln_0Tix1djG05hhOa5uHIYb3ju17Z8j,day,30,draft,2023-07-03 12:54:31.000Z,2023-07-03 12:54:40.879Z,false
evt_0TixNrb41DQpwX26WGRIo7LNBeiU,plan.created,2023-07-03 14:22:47.942Z,pln_0TixNrb01DQpwX5HozcSM9rcr4po,month,1,draft,2023-07-03 14:22:47.000Z,2023-07-03 14:22:57.980Z,false
evt_0TixO5JZ1DQpwX2R9yEGIcFp41Wq,plan.created,2023-07-03 14:23:40.673Z,pln_0TixO5JW1DQpwX4Sy7NSpoB0lwWx,month,1,draft,2023-07-03 14:23:40.000Z,2023-07-07 12:17:15.144Z,false
evt_0TixulA44O6QXp4eiO43Bk9bT0aA,plan.created,2023-07-03 16:33:28.028Z,pln_0Tixul9y4O6QXp0S1GiF0prxa0o9,month,1,draft,2023-07-03 16:33:28.000Z,2023-07-03 16:33:37.788Z,false
evt_0TiylSaW3DMFfA5K5K9QtYTzxDF3,plan.created,2023-07-03 20:02:48.016Z,pln_0TiylSaT3DMFfA3Z4PmPL2h5h6rC,day,30,draft,2023-07-03 20:02:48.000Z,2023-07-03 20:03:00.553Z,false
evt_0TiylfHd3DMFfA4jXbaivRGN6C2D,plan.created,2023-07-03 20:03:36.817Z,pln_0TiylfHZ3DMFfA3SMvnlKoMb4oxp,day,30,draft,2023-07-03 20:03:36.000Z,2023-07-03 20:03:40.970Z,false
evt_0Tiylsbx3I5BxG0oDMLT0FrybURf,plan.created,2023-07-03 20:04:28.049Z,pln_0Tiylsbn3I5BxG0bthtI0D9Q3Sbw,day,30,draft,2023-07-03 20:04:28.000Z,2023-07-03 20:04:35.080Z,false
evt_0Tiylt4S3DMFfA4C8a6J9cempooA,plan.created,2023-07-03 20:04:29.816Z,pln_0Tiylt4P3DMFfA27CtTRrlb55HDk,day,30,draft,2023-07-03 20:04:29.000Z,2023-07-03 20:04:45.512Z,false
evt_0Tj1AjFR4O6QXp4fhWg4gls5su6S,plan.created,2023-07-04 05:55:42.929Z,pln_0Tj1AjFL4O6QXp4hRkgcWNGpOFHD,day,30,draft,2023-07-04 05:55:42.000Z,2023-07-04 05:55:54.389Z,false
evt_0Tj2D8CD1DQpwX3qNRZTyw3OQtSS,plan.created,2023-07-04 10:11:31.821Z,pln_0Tj2D8C41DQpwX2YGfNLM9PMoNqV,month,1,draft,2023-07-04 10:11:31.000Z,2023-07-04 10:13:39.044Z,false
evt_0Tj2DKqt1DQpwX5JOVb0AhepX8C7,plan.created,2023-07-04 10:12:20.471Z,pln_0Tj2DKqq1DQpwX2QObhT1tp39BAq,month,1,draft,2023-07-04 10:12:20.000Z,2023-07-04 10:13:35.995Z,false
evt_0Tj2DZej1DQpwX1E8bJTsXk5JA2o,plan.created,2023-07-04 10:13:17.377Z,pln_0Tj2DZeg1DQpwX3cORuI5TAIGR3p,day,30,draft,2023-07-04 10:13:17.000Z,2023-07-04 10:13:31.837Z,false
evt_0Tj2SHRM1NE37r3get0p6XMcVxxp,plan.created,2023-07-04 11:11:42.276Z,pln_0Tj2SHRI1NE37r1p22mtL13CU0vz,day,30,draft,2023-07-04 11:11:42.000Z,2023-07-04 11:12:08.662Z,false
evt_0Tj2SOCR1NE37r53445HdMxTfoT7,plan.created,2023-07-04 11:12:08.259Z,pln_0Tj2SOCO1NE37r13U6HT2Mfj8rX5,day,30,draft,2023-07-04 11:12:08.000Z,2023-07-04 11:12:54.325Z,false
evt_0Tj2Sa521NE37r4VQdy6dkMFbCeO,plan.created,2023-07-04 11:12:53.928Z,pln_0Tj2Sa4z1NE37r0ssLeNR1a2EACm,day,30,draft,2023-07-04 11:12:53.000Z,2023-07-04 11:12:57.428Z,false
evt_0Tj2a5Ei1NE37r4qZ58uZXJ9gq9p,plan.created,2023-07-04 11:42:41.988Z,pln_0Tj2a5Ef1NE37r3hUUrB08yRu1nD,day,30,draft,2023-07-04 11:42:41.000Z,2023-07-04 11:42:50.478Z,false
evt_0Tj99JTf4ceuVy2NL9OpnecFOwro,plan.created,2023-07-05 14:40:16.227Z,pln_0Tj99JTW4ceuVy5OQN9ee3mx4ZBK,day,30,draft,2023-07-05 14:40:16.000Z,2023-07-06 11:42:38.892Z,false
evt_0Tj99bI44ceuVy1bM4yC4ui0VuRk,plan.created,2023-07-05 14:41:24.700Z,pln_0Tj99bI04ceuVy4zGF69uHGPr0Jx,day,30,draft,2023-07-05 14:41:24.000Z,2023-07-06 11:42:11.891Z,false
evt_0Tj99yme4ceuVy1IwrUcXq8WY8Ts,plan.created,2023-07-05 14:42:55.008Z,pln_0Tj99yma4ceuVy27ruSikRuUT2wj,day,30,draft,2023-07-05 14:42:55.000Z,,true
evt_0Tj9COJ61LhSeY4wzzqcrXRpZh5h,plan.created,2023-07-05 14:52:29.776Z,pln_0Tj9COIw1LhSeY2f3iOkoxALy30h,day,30,draft,2023-07-05 14:52:29.000Z,,true
evt_0TjFGul43DMFfA5GvjzWhQiRTisp,plan.created,2023-07-06 15:48:05.846Z,pln_0TjFGuks3DMFfA1uQUbmzn8JicSf,month,1,draft,2023-07-06 15:48:05.000Z,2023-07-06 15:48:22.377Z,false
evt_0TjFvr0I4eefqV47pqiEYC3WX5fm,plan.created,2023-07-06 18:30:42.862Z,pln_0TjFvr084eefqV1vetoVk9cZ0eTo,day,30,draft,2023-07-06 18:30:42.000Z,2023-07-06 18:31:07.157Z,false
evt_0TjFwde34eefqV05j7ApHCkMkehs,plan.created,2023-07-06 18:33:49.839Z,pln_0TjFwde04eefqV3keSzStwwGJDGy,day,30,draft,2023-07-06 18:33:49.000Z,2023-07-06 18:34:33.694Z,false
evt_0TjFxQDy4eefqV2ZAmuV1om81NON,plan.created,2023-07-06 18:36:56.578Z,pln_0TjFxQDv4eefqV5Dppf9PcOS7rzN,day,30,draft,2023-07-06 18:36:56.000Z,2023-07-07 14:43:07.702Z,false
evt_0TjFxTL34eefqV44U2CAiHJzTvgk,plan.created,2023-07-06 18:37:08.549Z,pln_0TjFxTL04eefqV1Q45chptcnS1jR,day,30,draft,2023-07-06 18:37:08.000Z,2023-07-07 14:42:26.348Z,false
evt_0TjFyePa4eefqV4nE3lb88bPfyKi,plan.created,2023-07-06 18:41:49.442Z,pln_0TjFyePW4eefqV0iz8i1jk1USLTl,day,30,draft,2023-07-06 18:41:49.000Z,2023-07-07 14:43:36.677Z,false
evt_0TjKF0YL1DQpwX4xg4Sr4vICckEg,plan.created,2023-07-07 12:11:53.145Z,pln_0TjKF0YA1DQpwX2yQ4nLaRtd9EUu,day,30,draft,2023-07-07 12:11:53.000Z,2023-07-07 12:12:24.154Z,false
evt_0TjKF8W71DQpwX1jQcyuhgO8MIUc,plan.created,2023-07-07 12:12:23.759Z,pln_0TjKF8W31DQpwX5WFvajjkUjBJq1,day,30,draft,2023-07-07 12:12:23.000Z,2023-07-07 12:22:17.343Z,false
evt_0TjKFUVM1DQpwX3VS80Z1feSpCn3,plan.created,2023-07-07 12:13:48.280Z,pln_0TjKFUVJ1DQpwX4ikcorelm6a91H,day,30,draft,2023-07-07 12:13:48.000Z,2023-07-07 12:22:14.548Z,false
evt_0TjKFph11DQpwX5avNnpsvy2vKIh,plan.created,2023-07-07 12:15:09.727Z,pln_0TjKFpgq1DQpwX5LUbPHhacJlLo6,day,30,draft,2023-07-07 12:15:09.000Z,2023-07-07 12:16:45.222Z,false
evt_0TjKGBB91DQpwX0EF0CzIdUMvnBy,plan.created,2023-07-07 12:16:32.319Z,pln_0TjKGBB61DQpwX3AjwNPSpXiPQnO,day,30,draft,2023-07-07 12:16:32.000Z,2023-07-07 12:22:11.736Z,false
evt_0TjKGEUJ1DQpwX60tzUt10dWWu78,plan.created,2023-07-07 12:16:45.039Z,pln_0TjKGEUF1DQpwX2vdx1lSrSSuFLw,day,30,draft,2023-07-07 12:16:45.000Z,2023-07-07 12:22:08.244Z,false
evt_0TjKH08R1DQpwX2ktTJdfP3x9XBD,plan.created,2023-07-07 12:19:48.195Z,pln_0TjKH08N1DQpwX2L3hFRTnrhlBsz,day,30,draft,2023-07-07 12:19:48.000Z,2023-07-07 12:22:05.376Z,false
evt_0TjKHC0E1DQpwX2RPj7OPV8O7kM1,plan.created,2023-07-07 12:20:33.814Z,pln_0TjKHC061DQpwX0X4reiXL2HdgRx,day,30,draft,2023-07-07 12:20:33.000Z,2023-07-07 12:22:01.279Z,false
evt_0TjKHVz91DQpwX2dUM94WNHTCiFw,plan.created,2023-07-07 12:21:50.627Z,pln_0TjKHVz51DQpwX0ltAkHUsJZD2fv,day,30,draft,2023-07-07 12:21:50.000Z,2023-07-07 12:21:57.998Z,false
evt_0TjKXE3O4ceuVy3ioqOXpqtm5088,plan.created,2023-07-07 13:24:14.946Z,pln_0TjKXE3H4ceuVy4VQsVhBTx53t1A,day,30,draft,2023-07-07 13:24:14.000Z,2023-07-07 13:24:22.794Z,false
evt_0TjKrW5w4eefqV5EqgSUCPdtnIm4,plan.created,2023-07-07 14:44:50.856Z,pln_0TjKrW5s4eefqV01bL4YBe7R7NCS,day,30,draft,2023-07-07 14:44:50.000Z,2023-07-07 14:44:59.998Z,false
evt_0TjLuqB22aiB9452KjVTsIzNx298,plan.created,2023-07-07 19:04:19.372Z,pln_0TjLuqAu2aiB941nK0aTAxOCBef4,day,30,draft,2023-07-07 19:04:19.000Z,2023-07-07 19:04:37.506Z,false
evt_0TjcbpUc0bYVcE3Qc51ClmGkmgEL,plan.created,2023-07-10 15:35:26.222Z,pln_0TjcbpUO0bYVcE19HM83mUdKYTBF,day,30,draft,2023-07-10 15:35:26.000Z,2023-07-10 15:36:59.369Z,false
evt_0Tjcbtm70bYVcE0Osqr7oDgkRrzK,plan.created,2023-07-10 15:35:42.683Z,pln_0Tjcbtm40bYVcE0asJc1mEwTsuL8,day,30,draft,2023-07-10 15:35:42.000Z,2023-07-10 15:36:54.970Z,false
evt_0Tjcc0pi0bYVcE4qAehxMLNPOlir,plan.created,2023-07-10 15:36:09.814Z,pln_0Tjcc0pe0bYVcE3cW8fukoXkZar9,day,30,draft,2023-07-10 15:36:09.000Z,2023-07-10 15:36:45.545Z,false
evt_0TjcfQtM3SKW7n2dHfA5b1inWRJa,plan.created,2023-07-10 15:49:44.968Z,pln_0TjcfQtD3SKW7n5JoFBhvmva4vsb,day,30,draft,2023-07-10 15:49:44.000Z,2023-07-10 15:50:00.215Z,false
evt_0TjcqgZX1NeWJW4AFT9KMCHtLHOd,plan.created,2023-07-10 16:34:26.851Z,pln_0TjcqgZU1NeWJW3yBQ5oM24LOyYm,month,1,draft,2023-07-10 16:34:26.000Z,2023-07-10 16:34:58.371Z,false
evt_0TjhkOAY4ceuVy3GaFHVf2bcgmK0,plan.created,2023-07-11 12:40:47.822Z,pln_0TjhkOAK4ceuVy2ew90rlpq0T5uZ,day,30,draft,2023-07-11 12:40:47.000Z,2023-07-11 12:41:18.489Z,false
evt_0Tjt9tT61DQpwX5mhiBM8GtQ2NKu,plan.created,2023-07-13 11:31:06.032Z,pln_0Tjt9tSx1DQpwX4BvWu8vKGdEkXc,day,30,draft,2023-07-13 11:31:06.000Z,2023-07-13 11:31:19.330Z,false
evt_0TjtpBDQ1DQpwX237QK8o94xn3Ef,plan.created,2023-07-13 14:15:05.700Z,pln_0TjtpBDM1DQpwX5n70hW1bzhvdiy,day,30,draft,2023-07-13 14:15:05.000Z,2023-07-13 14:17:35.233Z,false
evt_0TjtpG4y1DQpwX2rD84ogjQCRC1p,plan.created,2023-07-13 14:15:24.396Z,pln_0TjtpG4v1DQpwX3JenQXpaF3CLIQ,day,30,draft,2023-07-13 14:15:24.000Z,2023-07-13 14:17:30.984Z,false
evt_0TjtpJGo1DQpwX3AOu2hvOUr3YMV,plan.created,2023-07-13 14:15:36.662Z,pln_0TjtpJGl1DQpwX5Uo8Fjn0FerDFN,month,1,draft,2023-07-13 14:15:36.000Z,2023-07-13 14:17:27.873Z,false
evt_0TjtpP3e1DQpwX0uXwcxkRbf0Mbm,plan.created,2023-07-13 14:15:58.910Z,pln_0TjtpP3b1DQpwX3jfosdzCNpGfSW,day,30,draft,2023-07-13 14:15:58.000Z,2023-07-13 14:17:24.691Z,false
evt_0TjtpS8V1DQpwX4PyEOy0nSyMhPD,plan.created,2023-07-13 14:16:10.743Z,pln_0TjtpS8S1DQpwX0ljRO1zdlwLa3e,day,30,draft,2023-07-13 14:16:10.000Z,2023-07-13 14:17:20.375Z,false
evt_0TjtpUfD1DQpwX4jCCqiEXcHCf1W,plan.created,2023-07-13 14:16:20.459Z,pln_0TjtpUfA1DQpwX2iuvt7ehrc65Cz,month,1,draft,2023-07-13 14:16:20.000Z,2023-07-13 14:17:17.014Z,false
evt_0TjtpXm91DQpwX16q5cOsoti0Duf,plan.created,2023-07-13 14:16:32.421Z,pln_0TjtpXm51DQpwX1m1MG3c7oEtt0a,day,30,draft,2023-07-13 14:16:32.000Z,2023-07-13 14:17:13.099Z,false
evt_0TjtpaMD1DQpwX274Ng65lUCBEdt,plan.created,2023-07-13 14:16:42.345Z,pln_0TjtpaMA1DQpwX2OY19NRVrQE2WS,day,30,draft,2023-07-13 14:16:42.000Z,2023-07-13 14:17:09.448Z,false
evt_0TjtpckO1DQpwX0kWCBEXNSnreAD,plan.created,2023-07-13 14:16:51.532Z,pln_0TjtpckK1DQpwX5spqIRuA5Uii80,month,1,draft,2023-07-13 14:16:51.000Z,2023-07-13 14:17:04.999Z,false
evt_0Tk62VEY3tNvoC0H349OCOYI5VM9,plan.created,2023-07-15 16:23:16.946Z,pln_0Tk62VEV3tNvoC4x4b58mhKaAWU4,day,30,draft,2023-07-15 16:23:16.000Z,2023-07-15 16:24:55.519Z,false
